Technology Mid-Type,Technology Broad Category,Application - Distribution Infrastructure Services,Subsystem 1 - Technology Broad Category,Subsystem 1 - Technology Mid-Type,Discharge Duration at Rated Power (hrs),Rated Capacity (kWh),Rated Power (kW),Storage Capacity (kWh),Sum for kWh Distribution Services - Distribution Upgrade Deferral,Sum for kWh Distribution Services - Reliability,Announced Date,Annual Maintenance or Warranty Cost (USD),Annual Operational Cost - OPEX (USD),Application - Ancillary Services,Application - Bulk Energy Services (General Energy Applications),Application - Customer Energy Management Services (End-User Services),Application - Others,Application - Transmission Infrastructure Services,Bulk Energy Services - Application 1,Bulk Energy Services - Application 2,Bulk Energy Services - Application 3,Captial Expenditure - CAPEX (USD),City,Commissioned Date,Constructed Date,Contact Information: Email Address,Contact Information: Name,Contact Information: Phone Number,Country,County,Data Source,Debt Provider,Decommissioned Date,Description/Notes,Developer,Energy Storage Technology Provider,Epc 1,Epc 2,Epc 3,Funding Source 1,Funding Source 2,Funding Source 3,Funding Source Amount 1 (USD),Funding Source Amount 2 (USD),Funding Source Amount 3 (USD),Grid Interconnection Level,ID,Installer,Interconnection Type,Iso/Rto,Latest Update Date,Latitude,Longitude,Number of Subsystems,O&M Contractor,Owner(s),Ownership Model,Ownership Model (Other),Paired Grid Resources,Postal Code,Power Electronics Provider,Project Data Validated?,Project Year,Project/Plant Name,Projected Payback Period (years),State/Province/Territory,Status,Street Address,Subsystem 1 - Communications,Subsystem 1 - Controller Type,Subsystem 1 - Depth of Discharge (%),Subsystem 1 - Efficiency Degradation,Subsystem 1 - Enclosure Operating Temperature (deg C),Subsystem 1 - Enclosures,Subsystem 1 - Energy Density (kWh/m^3),Subsystem 1 - Footprint (m^2/MWh),Subsystem 1 - Frequency Ride Through (FRT),Subsystem 1 - Full Load Efficiency (%),Subsystem 1 - High Voltage Ride Through (HVRT),Subsystem 1 - ID,Subsystem 1 - Lagging Power Factor Range,Subsystem 1 - Leading Power Factor Range,Subsystem 1 - Low Voltage Ride Through (LVRT),Subsystem 1 - Maximum Charge Power (kW),Subsystem 1 - Maximum Discharge Power (kW),Subsystem 1 - Maximum Total Current Harmonic Distortion (%),Subsystem 1 - Nominal AC Voltage (kV),Subsystem 1 - Nominal DC Voltage (kV),Subsystem 1 - Nominal Frequency (Hz),Subsystem 1 - Number of Cells,Subsystem 1 - Number of Phases,Subsystem 1 - Operating Frequency Range (Hz) High,Subsystem 1 - Operating Frequency Range (Hz) Low,Subsystem 1 - Operating Temperature (deg C),Subsystem 1 - Overload Capability (%),Subsystem 1 - Ramping Rate (kW/min),Subsystem 1 - Rated Power (kW),Subsystem 1 - Response Time (s),Subsystem 1 - Round-trip Efficiency (%),Subsystem 1 - Specific Energy (kWh/ton-metric),Subsystem 1 - Standby Energy Consumption (kWh),Subsystem 1 - Storage Capacity (kWh),Subsystem 1 - Storage Operating Temperature (deg C),Subsystem 1 - Subsystem Name,Subsystem 1 - Technology Sub-Type,Subsystem 1 - Time Allowed for Overload (s),Subsystem 1 - Topology,Subsystem 1 - Transformer Configuration,Subsystem 1 - Transformer Rating,Subsystem 1 - Warranty Lifetime (cycles),Subsystem 1 - Warranty Lifetime (years),Subsystem 1 - Warranty Lifetime (years) 1,Sum for kW Ancillary Service - Black Start,Sum for kW Ancillary Service - Frequency Regulation,Sum for kW Ancillary Service - Operating Reserve (Non-Spinning),Sum for kW Ancillary Service - Operating Reserve (Spinning),Sum for kW Ancillary Service - Operating Reserve (Supplementary),Sum for kW Ancillary Service - Ramp Support,Sum for kW Ancillary Service - Voltage Support,Sum for kW Bulk Energy Services - Arbitrage,Sum for kW Bulk Energy Services - Firming,Sum for kW Bulk Energy Services - RE Time Shift,Sum for kW Distribution Services - Distribution Upgrade Deferral,Sum for kW Distribution Services - Reliability,Sum for kW Other Services - Electric Supply Capacity,Sum for kW Other Services - Transportation Services,Sum for kW Transmission Services - Stability Damping Control,Sum for kW Transmission Services - Transmission Congestion Relief,Sum for kW Transmission Services - Transmission Upgrade Deferral,Sum for kWh Ancillary Service - Black Start,Sum for kWh Ancillary Service - Frequency Regulation,Sum for kWh Ancillary Service - Operating Reserve (Non-Spinning),Sum for kWh Ancillary Service - Operating Reserve (Spinning),Sum for kWh Ancillary Service - Operating Reserve (Supplementary),Sum for kWh Ancillary Service - Ramp Support,Sum for kWh Ancillary Service - Voltage Support,Sum for kWh Bulk Energy Services - Arbitrage,Sum for kWh Bulk Energy Services - Firming,Sum for kWh Bulk Energy Services - RE Time Shift,Sum for kWh Other Services - Electric Supply Capacity,Sum for kWh Other Services - Transportation Services,Sum for kWh Transmission Services - Stability Damping Control,Sum for kWh Transmission Services - Transmission Congestion Relief,Sum for kWh Transmission Services - Transmission Upgrade Deferral,System Operator,Technology Sub-Type,URL,Utility ID,Utility Type
Sodium-based battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Sodium-based battery,1,30,30,30,0,30,4/14/2016,,,,Renewable Energy Time Shift,,,,,Renewable Energy Time Shift,,,Sydney,9/30/2019,3/31/2019,,,,Australia,,GESDB,,,"The Institute for Superconducting and Electronic Materials (ISEM) at the University of Wollongong is leading a $10.5m, ARENA-funded project to develop a novel sodium-ion battery architecture for use in renewable energy storage applications.   The project consortium includes: •	The Australian Power Quality and Reliability Centre  •	The Sustainable Buildings Research Centre •	Liao Ning Hong Cheng Electric Power Co. •	Hebei ANZ New Energy Technology Co. •	McNair Technology Co. •	Nano-Nouvelle •	Sydney Water Corporation  5 kWh sodium-ion battery modules with integrated BMS and thermal management will be installed at the Illawarra Flame House and Sydney Water’s Bondi sewage pumping station (30 kWh total pack size) to demonstrate the applicability of sodium-ion battery technology to renewable energy storage. The Sydney Water installation will also include an innovative Energy Management System that will control generation, storage and consumption of energy to ensure maximum system efficiency.",,,,,,,,,,,,,1048,,,,,-33.8688197,151.21,1,,University of Wollongong,Customer-Owned,,,,,NO,9/30/2019,The Smart Sodium Storage Solution (S4) Project,,NSW,Announced,,,,,,,,,,,,,1048.1,,,,,,,,,,,,,,,,,30,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,Technology Sub-Type Unknown,http://isem.uow.edu.au,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,9.35,187,20,187,0,187,10/29/2015,,,Operating Reserve (Supplementary),Renewable Energy Time Shift (Firming),Microgrid Applications,,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,Riyadh,,,,,,Saudi Arabia,,GESDB,,,"SABIC’s Home of Innovation facility in Riyadh’s Techno-Valley is part of a global Initiative to promote growth in Saudi Arabia and in the Middle East by engaging the local and regional market through industry events and targeted collaboration. It will show how advanced technology can enable modern, comfortable and sustainable living powered by green, renewable energy resources.   Saft is supplying 48 Li-ion modules capable of providing a nominal peak power of 20 kW and up to 187 kWh of energy storage. The complete system will occupy just one third of the space required by a conventional lead-acid battery system and at only one quarter of the weight.",,Saft,,,,,,,,,,,1558,,,,,25.0054482,46.54,1,,SABIC,Customer-Owned,,,,,NO,10/29/2015,20 kW / 187 kWh - SABIC Home of Innovation - Saft,,Riyadh,Announced,,,,,,,,,,,,,1558.1,,,,,,,,,,,,,,,,,20,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,20,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,187,0,0,0,187,187,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.saftbatteries.com/press/press-releases/saft-connects-sabic-s-home-innovationtm-initiative-promote-growth-saudi-arabia,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,1.4,3500,2500,3500,0,3500,8/30/2012,,,Black Start,,Resilience (Back-up Power),,,,,,,Huizhou,,,,,,China,,GESDB,,,"China’s Guangdong Nuclear Power Corp (CGNPC) awarded the contract for their largest high-power, high-capacity battery back-up stations to date, to BYD Ltd of Shenzhen who won the bid. A “National Energy Application Technology Research and Engineering demonstration project”, CGNPC plans to couple these 3.5 Mega-Watt-hour back-up batteries with their nuclear power stations to deliver power up to 2.5 MW levels. The energy storage station will serve as an emergency power source to safeguard workers and protect station equipment from being damaged in extreme conditions where the nuclear plants may lose their electrical supply.",,,,,,,,,,,,,1568,,,,,23.111847,114.42,1,,Guangdong Nuclear Power Corp,Customer-Owned,,,,,NO,8/30/2012,Guangdong Nuclear Power Corp - BYD,,Guangdong,Contracted,,,,,,,,,,,,,1568.1,,,,,,,,,,,,,,,,,2500,,,,,,,Subsystem 1,Lithium-iron phosphate battery,,,,,,,,2500,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Lithium-iron phosphate battery,http://www.businesswire.com/news/home/20120906006958/en/China%E2%80%99s-Guangdong-Nuclear-Power-Corp-Announces-Orders,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,2,2000,1000,2000,0,2000,3/7/2014,,,,,"Retail TOU Energy Charges, Resilience (Back-up Power)",,,,,,,,,,,,,Australia,,GESDB,,,"Ergon Energy will establish an on-grid demonstration of a RedFlow energy storage system integrated with community-scale solar PV. The system will comprise 48 RedFlow zinc-bromide flow batteries (ZBM) in a containerised large-scale battery solution (LSB) producing 100 kW and 480 kWh of energy matched to an ABB PCS100 inverter. Ergon supplies electricity to over 733,000 customers across a vast operating area of over 1 million square kilometres, which is about 97% of the state of Queensland.",,,,,,,,,,,,,1206,,,,,-20.9175738,142.7,1,,Ergon Energy,Customer-Owned,,,,,NO,3/7/2014,100 kW / 480 kWh - Ergon Energy - RedFlow,,Queensland,Contracted,,,,,,,,,,,,,1206.1,,,,,,,,,,,,,,,,,1000,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://reneweconomy.com.au/2014/ergon-seals-deal-for-2mwh-of-battery-storage-27606,,
Flow battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Flow battery,3,6000,2000,6000,0,6000,8/18/2015,,,Frequency Regulation,Renewable Energy Time Shift (Firming),,,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,,3/31/2016,,,,,Canada,,GESDB,,,The Ontario Independent Electricity System Operator (IESO) is continuing to build out their energy storage capabilities. Hecate Energy has a contract for part of that build out and recently chose technology provider ViZn Energy Systems Inc. (ViZn) to provide a 2 MW / 6 MWh zinc-iron redox flow battery system for the provision of ancillary services to the Ontario grid operated by the IESO.,Hecate Energy,ViZn,,,,,,,,,,,1056,,,IESO,,51.253775,-85.32,1,,IESO,Customer-Owned,,,,,NO,3/31/2016,2 MW / 6 MWh ViZn Energy - Ontario IESO Project - Hecate Energy,,Ontario,Contracted,,,,,,,,,,,,,1056.1,,,,,,,,,,,,,,,,,2000,,,,,,,Subsystem 1,Zinc-iron flow battery,,,,,,,,0,2000,0,0,0,0,0,0,2000,2000,0,2000,0,0,0,0,0,0,6000,0,0,0,0,0,0,6000,6000,0,0,0,0,0,,Zinc-iron flow battery,http://www.marketwatch.com/story/vizn-energy-systems-2mw-zinc-iron-redox-flow-battery-system-selected-by-hecate-energy-for-ontario-ieso-project-2015-08-18,,
Nickel-based battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Nickel-based battery,0,,2000,0,0,,3/25/2015,,,,Renewable Energy Time Shift (Firming),Resilience (Back-up Power),,,,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,Dukhan,,,,,,Qatar,,GESDB,,,"Kentz is currently working on a 190 million dollar contract for Qatar Petroleum to provide a dedicated Supervisory Control and Data Acquisition (SCADA) network infrastructure to monitor the 775 wellheads in the Dukhan Oilfield from designated stations.  Saft, has been awarded a contract by Kentz to supply its Sunica.plus batteries for critical solar powered systems serving Qatar Petroleum’s Dukhan oilfield. Over the next two years, some 40,000 of the nickel-based Sunica.plus batteries will be deployed at around 775 wells across the oilfield, where they will provide energy storage and backup power for wellhead industrial control systems and corrosion protection systems.",,Saft,,,,,,,,,,,1493,Kentz,,,,25.4280036,50.78,1,,Qatar Petroleum,Customer-Owned,,,,,NO,3/25/2015,Dukhan Oil Field,,Al Rayyan,Contracted,,,,,,,,,,,,,1493.1,,,,,,,,,,,,,,,,,2000,,,,,,,Subsystem 1,Nickel-cadmium battery,,,,,,,,0,0,0,0,0,0,0,0,2000,2000,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,Nickel-cadmium battery,http://www.businesswire.com/news/home/20150325006117/en/Saft-Wins-10-Million-Dollar-Energy-Storage#.VduIcflVikp,,
Flow battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Flow battery,4.33,129.9,30,129.9,0,129.9,1/6/2015,,,,,"Retail TOU Energy Charges, Resilience (Back-up Power)",,,,,,,Budweis,,,,,,Czech Republic,,GESDB,,,"This project was installed for the South Bohemian Science and Technology Park, located in Budweis, about 100 kilometers south of Prague. The Park is located on the campus of the University of South Bohemia and serves as entrepreneurial innovation center.  The Vanadium-Redox-Flow storage system CellCube FB 30-130 installed, works in combination with a 76 kWp photovoltaic system. The storage system, with a power output of up to 30 kW and a storage capacity of 130 kWh, is used in order to increase the self-consumption level of the building, but also as safeguard in case of blackouts.","B64, s.r.o",GILDEMEISTER energy storage GmbH,,,,,,,,,,,1236,,,,,48.97669155,14.45073345,1,,South Bohemian Science and Technology Park,Customer-Owned,,76 kW Rooftop Solar,,,NO,1/6/2015,South Bohemian Science and Technology Park,,Bohemia,Operational,,,,,,,,,,,,,1236.1,,,,,,,,,,,,,,,,,30,,,,,,,Subsystem 1,Vanadium redox flow battery,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vanadium redox flow battery,http://energy.gildemeister.com/en/company/news/b64/381820,,
Lead-acid battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lead-acid battery,0,,1000,0,0,,5/30/2014,,,,,,,,,,,,,,,,,,United States,,GESDB,,,"The SunSmart Emergency Shelter Program has installed more than 115 solar+storage systems in Florida schools, supplying over 1 MW of solar generation capacity and providing resilient power to emergency shelters across the state.  Each solar+storage system is composed of a 10-kW SolarWorld PV array, a 25-kWh Sun-xtender lead-acid battery pack, and a 10-kW battery-based Outback inverter. The systems have the capability to sell electricity to the utility during normal operation and supply backup emergency electricity to power critical loads in the designated Enhanced Hurricane Protected Area of each school. Emergency power from the solar+storage systems can be accessed by any emergency response organization and the schools collectively have the capacity to shelter 10,000 to 50,000 people during a disaster.",,Concorde Battery Corporation,,,,Federal/National American Recovery and Reinvestment Act of 2009 - RD&amp;D,,,,,,,1566,,,,,29.2738888,-82.15,1,,Multiple,Customer-Owned,,,,Outback Power,NO,5/30/2014,1 MW - SunSmart Emergency Shelters Program,,Florida,Operational,,,,,,,,,,,,,1566.1,,,,,,,,,,,,,,,,,1000,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.cleanegroup.org/assets/2015/Energy-Storage-101.pdf,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,1,16,16,16,0,16,,,,,,,,,,,,,Tallangatta,11/29/2016,,,,,Australia,,GESDB,,,"""The Tallangatta Integrated Community Centre was a key project identified through the Tallangatta Tomorrow masterplanning process. 30 kW Solar panel rooftop installation comprising of 116 panels; 16 KWh Sonnen 3 Phase Eco 8 Lithium Ion Phosphate battery system. The project was also identified during Strategic Early Years planning to support future growth of Tallangatta. The project has received $2.2 million in funding from the Victorian State Government.  The sustainable, solar passive, architectually designed facility will incorporate a diverse range of services including a modern library, community space, public access computers, kindergarten, long day care, an eco-educational centre, maternal health and provision for Council and other community services.The delivery of this project supported by State and Local government collaboration. Towong Shire Council successfully applied for $800,000 from the Department of Education and Early Childhood Development (Victoria), $500,000 from the Department of Sustainability (Victoria), $400,000 from the Victorian Living Libraries Infrastructure Fund and $500,000 from Regional Development Victoria. The Council itself has contributed $400,000 to support the project; a significant amount considering annual rate income is only around $4 million. """,,,,,,,,,,,,,1022,,,,,-36.2157748,147.1792656,1,,Sonnen,Customer-Owned,,,03700,,NO,11/29/2016,Tallangatta Integrated Community Centre,,Victoria,Operational,35 Towong Street,,,,,,,,,,,,1022.1,,,,,,,,,,,,,,,,,16,,,,,,,Subsystem 1,Lithium-iron phosphate battery,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Lithium-iron phosphate battery,http://www.towong.vic.gov.au/major-projects/new-development/tallangatta-integrated-community-centre.asp,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,0,,500,0,0,,,,,,,Microgrid Applications,,,,,,,Oshawa,,1/11/2015,,,,Canada,,GESDB,,,"The Microgrid Research and Innovation Park will develop and demonstrate a functioning ‘grid-tied’ microgrid at the University of Ontario Institute of Technology (UOIT) campus in Oshawa. A 500kW Lithium ion (Li-ion) battery energy storage system, inverter system, 50kW solar PV generation and microgrid controller/optimizer will be integrated with the existing 1.6MW diesel and 2.4MW Combined Heat and Power (CHP) generation plants for this microgrid. The islanded microgrid will power first-priority critical loads during grid interruptions that are isolated from the grid until overall power is restored.",,,,,,State/Provincial/Regional Grant,,,,,,,1638,,,IESO,,43.8970929,-78.87,1,,University of Ontario Institute of Technology (UOIT),Customer-Owned,,,,,NO,1/11/2015,500 kW - Microgrid Research and Innovation Park at University of Ontario Institute of Technology (UOIT),,Ontario,Operational,,,,,,,,,,,,,1638.1,,,,,,,,,,,,,,,,,500,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.energy.gov.on.ca/en/smart-grid-fund/smart-grid-fund-projects/panasonic-eco-solutions-canada/,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,8.17,163.4,20,163.4,0,163.4,,,,,,Microgrid Applications,,,,,,,Warwick,,9/15/2015,,,,United States,,GESDB,,,"The smart home’s clean energy system combines a 72 kW dual-axis tracker solar PV farm with a 163 kWh bank of SimpliPhi’s proven lithium ferrous phosphate (LFP) batteries so that the home feeds excess power back to the grid and rarely relies on the grid or back-up generator. The energy dense storage system can quickly charge and discharge with 98% efficiency. Plus, it is very compact as it does not require extra space for ventilation or expensive heat mitigation equipment often necessary with other solutions. SimpliPhi batteries can achieve these metrics because they combine LFP chemistry with proprietary architecture and power electronics.  The 48 SimpliPhi Power OES 3.4kW LFP batteries are arranged in six banks of eight batteries each. They are cabled in parallel to ensure equal flow of current to all the batteries. That also makes them easily scalable as the home’s energy needs evolve.",,,,,,,,,,,,,1637,,,NYISO,,41.256483,-74.3598755,1,,Private Owner,Customer-Owned,,72kW dual-axis tracker solar PV farm,,,NO,9/15/2015,Rural New York Smart Home - Lotus Energy / SimpliPhi,,New York,Operational,,,,,,,,,,,,,1637.1,,,,,,,,,,,,,,,,,20,,,,,,,Subsystem 1,Lithium-iron phosphate battery,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Lithium-iron phosphate battery,http://www.solarnovus.com/grid-tied-solar-home-adds-energy-storage-system_N9566.html,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,4.67,7005,1500,7005,0,7005,,,,,,Retail TOU Energy Charges,,,,,,,Ochang,,1/7/2014,,,,South Korea,,GESDB,,,"LG Group is working on accelerating the success of its energy solution products by installing them in its factories. The conglomerate aims to insert solar energy panels on the roofs of 19 of its factories and also plans to equip LG Chem plants in Iksan, North Jeolla, and Ochang, North Chungcheong, with efficient energy storage systems (ESS). LG believes that establishing and operating these products in its own plants will help it to manage energy efficiency while gaining the trust of potential clients.  http://koreajoongangdaily.joins.com/news/article/Article.aspx?aid=2987055",LG Chem,LG Chem,LG Chem,,,,,,,,,,1635,LG Chem,,,,36.7397608,127.457992,1,LG Chem,LG Chem,Customer-Owned,,,,LG Chem,NO,1/7/2014,Ochang ESS - LG Chem,,North Chungcheong,Operational,,,,,,,,,,,,,1635.1,,,,,,,,,,,,,,,,,1500,,,,,,,Subsystem 1,Lithium-iron phosphate battery,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Lithium-iron phosphate battery,http://koreajoongangdaily.joins.com/news/article/Article.aspx?aid=2987055,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,2,8,4,8,0,8,11/23/2015,,,,Electric Energy Time Shift (Arbitrage),Retail TOU Energy Charges,,,Electric Energy Time Shift (Arbitrage),,,,Maui,,,,,,United States,,GESDB,,,"JuiceBox Energy, a privately-held –Silicon Valley company committed to providing safe, reliable, intelligent, and connected energy storage, announces the first Hawaii installation of its 8.6 kWh Energy Storage System with Rising Sun Solar on the island of Maui. JuiceBox Energy partnered with Rising Sun Solar, one of Hawaii’s top home solar installers, to install the energy storage system at the home of Brad Albert, Rising Sun Solar’s co-owner. The JuiceBox Energy Storage System is an automotive-grade 8.6kWh lithium-ion battery pack with proprietary charge control and energy management system coupled to the Schneider Conext XW+ inverter, which is now listed and approved for use in Hawaii. The battery management and system controller is designed for safe, reliable, long lasting control of the lithium-ion cells. It delivers over 4000 cycles and comes with a 10-year warranty. It also has redundant protection mechanisms to prevent over voltage, over current, under voltage and over temperature conditions. The system is designed to support grid-tied, grid isolated in the event of grid failure, and off-grid configurations. Each configuration delivers years of dedicated peak shifting, back-up power, energy efficiency and enables participation in emerging transactive energy exchanges.",,Juicebox Energy,,,,,,,,,,,1458,,,,,20.8029568,-156.3106833,1,,Brad Albert,Customer-Owned,,,,Schneider Conext XW+ inverter,NO,11/23/2015,Juicebox Energy-Rising Sun Solar- Maui,,Hawaii,Operational,,,,,,,,,,,,,1458.1,,,,,,,,,,,,,,,,,4,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.prweb.com/releases/2015/11/prweb13100152.htm,,
Lithium-ion battery,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,Lithium-ion battery,2.5,2500,1000,2500,0,2500,5/10/2015,,,,"Electric Energy Time Shift (Arbitrage), Renewable Energy Time Shift, Renewable Energy Time Shift (Firming)",Microgrid Applications,,,Electric Energy Time Shift (Arbitrage),Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,South Murchison,,,,,,Australia,,GESDB,,,"The solar system being built to power one of Australia’s leading star-gazing facilities – the CSIRO’s Murchison Radio-astronomy Observatory (MRO) in Western Australia – could soon be combined with the nation’s biggest battery, after EMC (Energy Made Clean) was appointed to engineer, procure and construct a 2.5 MWh energy storage system at the site.   The lithium-ion battery system will be 100% designed, engineered and constructed by EMC – who are already in the process of building the Observatory’s 1.6 MW solar power station – at its Perth facility. Among telescopes the solar and storage system will be powering is CSIRO’s newest edition, the Australian Square Kilometre Array Pathfinder (ASKAP).  Once complete, it will be the world’s most powerful radio-telescope system, powered by the most sophisticated solar/storage/diesel energy system in the world.",,Energy Made Clean (EMC),Energy Made Clean (EMC),,,,,,,,,,1287,Energy Made Clean (EMC),,,,-27.3985247,116.41,1,,Commonwealth Scientific and Industrial Research Organisation (CSIRO),Customer-Owned,,1.6 MW Solar Power Station,06635,,NO,5/10/2015,CSIRO Murchison Radio-astronomy Observatory (MRO) - EMC,,Western Australia,Operational,,,,,,,,,,,,,1287.1,,,,,,,,,,,,,,,,,1000,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,1000,1000,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,2500,0,0,0,0,0,,Technology Sub-Type Unknown,https://www.carnegiece.com/project/csiro-stand-alone-power-station/,,
Technology Mid-Type Unknown,Electro-chemical battery and chemical storage,Reliability,Electro-chemical battery and chemical storage,,0.5,500,1000,500,0,500,8/19/2015,,,,Renewable Energy Time Shift,"Microgrid Applications, Resilience (Back-up Power)",,,,Renewable Energy Time Shift,,,,,,,,,British Virgin Islands,,GESDB,,,"Thanks to a cutting-edge renewable power partnership with NRG and Virgin Limited Edition, Necker Island will be powered with a solar + storage microgrid. Upon completion, the 1.0 MW microgrid seeks to reduce diesel energy usage on the island by at least 75 percent.",,,,,,,,,,,,,1424,NRG,,,,18.5267666,-64.36,1,,Richard Branson / Virgin,Customer-Owned,,"Wind, Solar",,,NO,8/19/2015,1 MW Necker Island NRG Virgin Project,,Necker Island,Operational,,,,,,,,,,,,,1424.1,,,,,,,,,,,,,,,,,1000,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,,Technology Sub-Type Unknown,https://microgridknowledge.com/case-study-necker-island-british-virgin-islands-among-the-most-energy-efficient-islands-in-the-world/,,
